SUB,COND,MODE,META,VAR
86,NAP,MODE4,0.198577147003066,0.00528016760561703
87,NAP,MODE4,0.204369204049498,0.00504359504199001
88,NAP,MODE4,0.207166944650528,0.00604939452014673
89,NAP,MODE4,0.192950900646876,0.00527257481171789
90,NAP,MODE4,0.176300625664378,0.00541273908473116
91,NAP,MODE4,0.203233833688087,0.00470203243927901
92,NAP,MODE4,0.207729858039686,0.00385606429478014
93,NAP,MODE4,0.239439306638727,0.00343315998106331
94,NAP,MODE4,0.190915178132113,0.00657696339087789
95,NAP,MODE4,0.198172920134731,0.00399725851812161
96,NAP,MODE4,0.188084991658312,0.00673802834058068
97,NAP,MODE4,0.215440621553667,0.00537360308207772
98,NAP,MODE4,0.173067459218827,0.00387276674064414
99,NAP,MODE4,0.200594774451942,0.00398035783204081
100,NAP,MODE4,0.204415603835802,0.00601037592896901
101,NAP,MODE4,0.211020063378213,0.00499649271453369
102,NAP,MODE4,0.211096023798493,0.00447569118892894
103,NAP,MODE4,0.202725671551379,0.0052338711695089
104,NAP,MODE4,0.18540116774677,0.007199526843606
105,NAP,MODE4,0.185893416042916,0.00639330257702019
106,NAP,MODE4,0.208243981029727,0.00366532567869927
107,NAP,MODE4,0.210919389946843,0.00363811420460247
108,NAP,MODE4,0.181262449028753,0.00398768482420141
109,NAP,MODE4,0.22784317050715,0.0043614316196326
110,NAP,MODE4,0.173245025969563,0.00348536967496243
111,NAP,MODE4,0.239682731767198,0.0062990909337096
112,NAP,MODE4,0.226423705169563,0.0045091797645758
113,NAP,MODE4,0.20389540214989,0.00526015269009964
114,NAP,MODE4,0.212315638348946,0.00489506041219889
115,NAP,MODE4,0.179362880084252,0.00514307037205995
116,NAP,MODE4,0.219888091448693,0.00534380095727017
117,NAP,MODE4,0.211888202754319,0.00499357347216156
118,NAP,MODE4,0.209562699775976,0.00615371285729994
119,NAP,MODE4,0.208559652924332,0.00598537370813601
120,NAP,MODE4,0.206897061838467,0.0064251298034099
121,NAP,MODE4,0.214543575822055,0.00521142028127838
122,NAP,MODE4,0.257606647889772,0.00428391399776731
123,NAP,MODE4,0.215480342337165,0.00771093733667261
124,NAP,MODE4,0.214708193427196,0.00309944337154861
125,NAP,MODE4,0.198426332808399,0.00489260877578421
126,NAP,MODE4,0.168852516270394,0.00213848786799463
127,NAP,MODE4,0.220954927198275,0.00400883826530825
128,NAP,MODE4,0.213234367061959,0.00398937454561196
129,NAP,MODE4,0.206378793893479,0.00515996099885545
130,NAP,MODE4,0.221056668711133,0.00643987117725167
72,NAP,MODE5,0.207920046312,0.00386165157190388
73,NAP,MODE5,0.22799179026416,0.00609380441949675
74,NAP,MODE5,0.213951151427515,0.00481293490119746
75,NAP,MODE5,0.204694415317862,0.00365207701129104
76,NAP,MODE5,0.220981559451754,0.00548153757838051
77,NAP,MODE5,0.189865759453633,0.00498334016072555
78,NAP,MODE5,0.219339255938504,0.00319899469359589
79,NAP,MODE5,0.217360118140691,0.00398789812315684
80,NAP,MODE5,0.181124429869014,0.00455402460194071
81,NAP,MODE5,0.179354579964626,0.00444423867329816
82,NAP,MODE5,0.197488638019352,0.0029784990926281
83,NAP,MODE5,0.131798611637252,0.00128556177683796
84,NAP,MODE5,0.178347915294366,0.00369683132754225
85,NAP,MODE5,0.20033271607184,0.00553208155794945
86,NAP,MODE5,0.222723157329734,0.00466192094264003
87,NAP,MODE5,0.198409439595205,0.00637237843195401
88,NAP,MODE5,0.180532081018584,0.00516147431153377
89,NAP,MODE5,0.217514994934532,0.00532546922547953
90,NAP,MODE5,0.18318666249758,0.00359339035648836
91,NAP,MODE5,0.231907027119225,0.00357196811526259
92,NAP,MODE5,0.211952209374573,0.00306710882084972
93,NAP,MODE5,0.201638344227708,0.00288862382234462
94,NAP,MODE5,0.204927601156684,0.00531904130576852
95,NAP,MODE5,0.226142261792929,0.00389226661358041
96,NAP,MODE5,0.172735394181827,0.00597691733141433
97,NAP,MODE5,0.202846262610468,0.00472889203876122
98,NAP,MODE5,0.170703576840448,0.00341421768179495
99,NAP,MODE5,0.146540517372626,0.00289872318697125
100,NAP,MODE5,0.207689086434018,0.00421765572822297
101,NAP,MODE5,0.217740104270291,0.00584289561829267
102,NAP,MODE5,0.192267177510415,0.00567834205182314
103,NAP,MODE5,0.234418812318627,0.0041646178425334
104,NAP,MODE5,0.227401286812121,0.00688459401733815
105,NAP,MODE5,0.2033479463708,0.00580265069820196
106,NAP,MODE5,0.180929675373054,0.0041527582020234
107,NAP,MODE5,0.176625585994323,0.00321107587333228
108,NAP,MODE5,0.178344970421872,0.00357838744944477
109,NAP,MODE5,0.170854192716157,0.00353568883095216
110,NAP,MODE5,0.179514043326224,0.0028262965540487
111,NAP,MODE5,0.211766502812299,0.00453515268392822
112,NAP,MODE5,0.214233845206261,0.00314185565922522
113,NAP,MODE5,0.198342377214903,0.00382551659226067
114,NAP,MODE5,0.251651857284135,0.00529445609946788
115,NAP,MODE5,0.179610167229683,0.0040891690699416
116,NAP,MODE5,0.21986868600031,0.00429180337258414
117,NAP,MODE5,0.228982813947818,0.00443593393205669
118,NAP,MODE5,0.181298335425452,0.00407386147976937
119,NAP,MODE5,0.188076324044125,0.00436369095913223
120,NAP,MODE5,0.199916245846803,0.00613678541428456
121,NAP,MODE5,0.212176022763777,0.00386944927743068
122,NAP,MODE5,0.203710207028405,0.00312304582843391
123,NAP,MODE5,0.249524332612841,0.005421259375053
124,NAP,MODE5,0.173174406871281,0.00213251440382148
125,NAP,MODE5,0.224841340032073,0.00526871032219701
126,NAP,MODE5,0.133096607138772,0.00152058765046589
127,NAP,MODE5,0.192411444245499,0.003316263827496
128,NAP,MODE5,0.185806008837967,0.00226486866182893
129,NAP,MODE5,0.197463618241065,0.00349470091576714
130,NAP,MODE5,0.187331412666928,0.00546969768094653
